,task_id,photo_id,photo_type,segment_num,segment_type,segment_value
272,916a807f_19e4_4d29_95ef_cb0f895a9f93,1016393,УФ,0,Свечение,Отсутствует
273,995d62cc_1bff_4d86_9635_d3bb0e054dab,1012093,УФ,0,Свечение,Отсутствует
274,99d4bad0_a30a_46c5_a517_21fec26e0ca5,1004901,УФ,0,Свечение,Отсутствует
275,99d4bad0_a30a_46c5_a517_21fec26e0ca5,1004901,УФ,1,Свечение,Карбонатное
276,99d4bad0_a30a_46c5_a517_21fec26e0ca5,1004901,УФ,2,Свечение,Отсутствует
277,99d4bad0_a30a_46c5_a517_21fec26e0ca5,1004901,УФ,3,Свечение,Карбонатное
278,99d4bad0_a30a_46c5_a517_21fec26e0ca5,1004901,УФ,4,Свечение,Отсутствует
279,9cda2992_9fa6_4619_aa4f_e86c57cfd7f1,1000509,УФ,0,Свечение,Карбонатное
280,9cda2992_9fa6_4619_aa4f_e86c57cfd7f1,1000509,УФ,1,Свечение,Отсутствует
281,a62b4fe5_242e_4762_b241_aadc95517b09,1013819,УФ,0,Свечение,Насыщенное
282,a62b4fe5_242e_4762_b241_aadc95517b09,1013819,УФ,1,Свечение,Отсутствует
283,a62b4fe5_242e_4762_b241_aadc95517b09,1013819,УФ,2,Свечение,Карбонатное
284,a62b4fe5_242e_4762_b241_aadc95517b09,1013819,УФ,3,Свечение,Насыщенное
285,a62b4fe5_242e_4762_b241_aadc95517b09,1013819,УФ,4,Свечение,Отсутствует
286,a62b4fe5_242e_4762_b241_aadc95517b09,1013819,УФ,5,Свечение,Насыщенное
287,b08cf2f8_717e_45e3_ad45_f2547cecc58e,1017289,УФ,0,Свечение,Отсутствует
288,b2a29da7_0316_46a9_a73d_d2dadd5f77df,1009733,УФ,0,Свечение,Насыщенное
289,b2a29da7_0316_46a9_a73d_d2dadd5f77df,1009733,УФ,1,Свечение,Насыщенное
290,b2c1f38c_bcfb_4e21_992d_306eddd511f3,1014465,УФ,0,Свечение,Насыщенное
291,b5109f42_2e44_4c8b_b0ea_7f866090e995,1009705,УФ,0,Свечение,Карбонатное
292,b5109f42_2e44_4c8b_b0ea_7f866090e995,1009705,УФ,1,Свечение,Отсутствует
293,b5109f42_2e44_4c8b_b0ea_7f866090e995,1009705,УФ,2,Свечение,Карбонатное
294,b5e7b734_4aed_46c0_910d_0a75c215a4dd,1003359,УФ,0,Свечение,Насыщенное
295,bb921cc8_1f7b_4c36_8a0e_9420a8166ea0,1001513,УФ,0,Свечение,Отсутствует
296,beb98bca_886d_47c7_bfe1_5cd7e7c3ea70,1014507,УФ,0,Свечение,Насыщенное
297,bf135992_6788_4cde_a3af_2c720715e221,1006305,УФ,0,Свечение,Отсутствует
298,bf135992_6788_4cde_a3af_2c720715e221,1006305,УФ,1,Свечение,Карбонатное
299,bf135992_6788_4cde_a3af_2c720715e221,1006305,УФ,2,Свечение,Насыщенное
300,bf135992_6788_4cde_a3af_2c720715e221,1006305,УФ,3,Свечение,Карбонатное
301,c1df8e24_4c5e_497e_b22a_592cdafc6926,1000525,УФ,0,Свечение,Отсутствует
302,c1df8e24_4c5e_497e_b22a_592cdafc6926,1000525,УФ,1,Свечение,Насыщенное
303,c1df8e24_4c5e_497e_b22a_592cdafc6926,1000525,УФ,2,Свечение,Отсутствует
304,c8ce65bc_d3f0_4027_8bf1_01e8609d27e5,1008291,УФ,0,Свечение,Отсутствует
305,c8ce65bc_d3f0_4027_8bf1_01e8609d27e5,1008291,УФ,1,Свечение,Насыщенное
306,c8ce65bc_d3f0_4027_8bf1_01e8609d27e5,1008291,УФ,2,Свечение,Отсутствует
307,c8ce65bc_d3f0_4027_8bf1_01e8609d27e5,1008291,УФ,3,Свечение,Насыщенное
308,c8ce65bc_d3f0_4027_8bf1_01e8609d27e5,1008291,УФ,4,Свечение,Отсутствует
309,c8ce65bc_d3f0_4027_8bf1_01e8609d27e5,1008291,УФ,5,Свечение,Насыщенное
310,ca968db3_831a_403b_af17_da7cd1c5918b,1013587,УФ,0,Свечение,Отсутствует
311,d13c0c41_3ac1_42ea_a816_3692ac83f9de,1004067,УФ,0,Свечение,Насыщенное
312,d13c0c41_3ac1_42ea_a816_3692ac83f9de,1004067,УФ,1,Свечение,Насыщенное
313,d13c0c41_3ac1_42ea_a816_3692ac83f9de,1004067,УФ,2,Свечение,Карбонатное
314,d13c0c41_3ac1_42ea_a816_3692ac83f9de,1004067,УФ,3,Свечение,Насыщенное
315,d13c0c41_3ac1_42ea_a816_3692ac83f9de,1004067,УФ,4,Свечение,Отсутствует
316,d52f2e1b_f29c_476f_91ca_001a7b3604ec,1006819,УФ,0,Свечение,Отсутствует
317,d54bec3f_632a_46b1_a02b_517928f45788,1014125,УФ,0,Свечение,Карбонатное
318,d54bec3f_632a_46b1_a02b_517928f45788,1014125,УФ,1,Свечение,Карбонатное
319,d7284102_a749_49f7_bc8d_e097c28ab67d,1000789,УФ,0,Свечение,Насыщенное
320,e0173f5a_ccd9_450a_901d_13e50370b567,1014111,УФ,0,Свечение,Отсутствует
321,e3e56d2e_f727_44cb_b7dd_3c1374146c9d,1000137,УФ,0,Свечение,Отсутствует
322,e3e56d2e_f727_44cb_b7dd_3c1374146c9d,1000137,УФ,1,Свечение,Карбонатное
323,e4e5004b_ce2b_4736_be18_d4698bd765e1,1013699,УФ,0,Свечение,Карбонатное
324,e70db997_76bf_4ba5_bbdb_7c2a791004d1,1010167,УФ,0,Свечение,Отсутствует
325,e70db997_76bf_4ba5_bbdb_7c2a791004d1,1010167,УФ,1,Свечение,Насыщенное
326,e70db997_76bf_4ba5_bbdb_7c2a791004d1,1010167,УФ,2,Свечение,Отсутствует
327,e797a487_0de1_4b2e_b2bf_1fcd3273b0a7,1003815,УФ,0,Свечение,Насыщенное
328,ea7453d5_e40f_4b0a_a28c_6d9f18b21429,1000949,УФ,0,Свечение,Отсутствует
329,ed412ea0_b3a3_4ebf_905b_e4337644741d,1001963,УФ,0,Свечение,Отсутствует
330,f4c3dc63_b06c_41cb_9077_e58e0d435ead,1002501,УФ,0,Свечение,Насыщенное
331,f6d14faa_e152_4e9f_bcb0_59dbf440ae88,1004107,УФ,0,Свечение,Насыщенное
332,f6d14faa_e152_4e9f_bcb0_59dbf440ae88,1004107,УФ,1,Свечение,Карбонатное
333,fac03300_b97f_48c8_b27a_8b40bd6b1e20,1006959,УФ,0,Свечение,Отсутствует
334,ff09800b_44ad_4eb9_97c5_6498a871e160,1013225,УФ,0,Свечение,Насыщенное
335,ff8c25ee_29a5_4e4b_b568_1aa27852768a,1010087,УФ,0,Свечение,Насыщенное
336,ff8c25ee_29a5_4e4b_b568_1aa27852768a,1010087,УФ,1,Свечение,Насыщенное
337,ff8c25ee_29a5_4e4b_b568_1aa27852768a,1010087,УФ,2,Свечение,Насыщенное
338,d009a2eb_a9ef_4ba7_8ae7_06b321d7fa5c,1011667,УФ,0,Свечение,Отсутствует
339,d6617548_d358_4dbc_8185_cfb8dea5b4fb,1000261,УФ,0,Свечение,Карбонатное
340,b25a950e_b7b7_4831_b0d3_155c688ac57f,1012651,УФ,0,Свечение,Карбонатное
341,de61b7c0_aa73_4b57_aa4b_bdaf0fe20844,1011539,УФ,0,Свечение,Отсутствует
342,7f6f4151_ab3c_4ec5_970b_f269627ea366,1009855,УФ,0,Свечение,Карбонатное
343,a3cde7bd_59e8_4b01_9254_60f7dcb47b81,1009713,УФ,0,Свечение,Карбонатное
344,ee832c2d_b04d_4d18_8242_3c2e3b7f117c,1011699,УФ,0,Свечение,Отсутствует
345,5ff0c6bc_caf0_4120_bc18_56326aa4b347,1016621,УФ,0,Свечение,Карбонатное
346,cbff3f1d_479d_4c7f_bc93_acb891c7228d,1008201,УФ,0,Свечение,Отсутствует
347,cbff3f1d_479d_4c7f_bc93_acb891c7228d,1008201,УФ,1,Свечение,Насыщенное
348,d277750a_0e91_4531_9b0c_e4d726c76743,1009949,УФ,0,Свечение,Отсутствует
349,d277750a_0e91_4531_9b0c_e4d726c76743,1009949,УФ,1,Свечение,Карбонатное
350,d277750a_0e91_4531_9b0c_e4d726c76743,1009949,УФ,2,Свечение,Отсутствует
351,d277750a_0e91_4531_9b0c_e4d726c76743,1009949,УФ,3,Свечение,Карбонатное
352,db448591_1ae7_4af8_b9a5_67d8ccf5a8f7,1011631,УФ,0,Свечение,Отсутствует
353,66420bec_950b_4eb9_9847_8a6450e750c6,1005519,УФ,0,Свечение,Карбонатное
354,66420bec_950b_4eb9_9847_8a6450e750c6,1005519,УФ,1,Свечение,Карбонатное
355,b79fd368_5678_4a56_9d7c_a3258cbc9cb1,1013431,УФ,0,Свечение,Карбонатное
356,c92af157_4595_45fd_afec_e27a13afffd0,1008057,УФ,0,Свечение,Отсутствует
357,9fe5de12_5c87_41a1_9ec4_05d8b25fe62e,1013609,УФ,0,Свечение,Карбонатное
358,b3523b04_518a_46eb_b2d7_b893b88ffa00,1011537,УФ,0,Свечение,Отсутствует
359,7f94a3fa_f636_4b54_874f_feec2d5d3358,1013837,УФ,0,Свечение,Отсутствует
360,7f94a3fa_f636_4b54_874f_feec2d5d3358,1013837,УФ,1,Свечение,Карбонатное
361,7f94a3fa_f636_4b54_874f_feec2d5d3358,1013837,УФ,2,Свечение,Карбонатное
362,9f67c367_da1b_4f9f_8ea4_de12e740e3d7,1014511,УФ,0,Свечение,Насыщенное
363,9f67c367_da1b_4f9f_8ea4_de12e740e3d7,1014511,УФ,1,Свечение,Насыщенное
364,9f67c367_da1b_4f9f_8ea4_de12e740e3d7,1014511,УФ,2,Свечение,Насыщенное
365,9f67c367_da1b_4f9f_8ea4_de12e740e3d7,1014511,УФ,3,Свечение,Насыщенное
366,e59631f0_e241_4ff8_bb86_c7d3337fc13d,1013359,УФ,0,Свечение,Карбонатное
367,8a4c679f_6db4_4da3_adf1_340ea89b1101,1016073,УФ,0,Свечение,Отсутствует
368,8a4c679f_6db4_4da3_adf1_340ea89b1101,1016073,УФ,1,Свечение,Карбонатное
369,8a4c679f_6db4_4da3_adf1_340ea89b1101,1016073,УФ,2,Свечение,Насыщенное
370,d03df7f1_8ed7_4219_a8cd_74b7301a0bba,1012653,УФ,0,Свечение,Карбонатное
371,d03df7f1_8ed7_4219_a8cd_74b7301a0bba,1012653,УФ,1,Свечение,Отсутствует
372,0c9fe7f6_f061_42ab_a97d_53e0c95ab445,1017259,УФ,0,Свечение,Отсутствует
373,111bc250_67e6_4303_965a_b173445ce372,1009845,УФ,0,Свечение,Насыщенное
374,14e6867a_64df_4259_9443_455a97d59c8b,1012341,УФ,0,Свечение,Отсутствует
375,14e6867a_64df_4259_9443_455a97d59c8b,1012341,УФ,1,Свечение,Насыщенное
376,14e6867a_64df_4259_9443_455a97d59c8b,1012341,УФ,2,Свечение,Отсутствует
377,14e6867a_64df_4259_9443_455a97d59c8b,1012341,УФ,3,Свечение,Насыщенное
378,14e6867a_64df_4259_9443_455a97d59c8b,1012341,УФ,4,Свечение,Отсутствует
379,14e6867a_64df_4259_9443_455a97d59c8b,1012341,УФ,5,Свечение,Насыщенное
380,14e6867a_64df_4259_9443_455a97d59c8b,1012341,УФ,6,Свечение,Отсутствует
381,14e6867a_64df_4259_9443_455a97d59c8b,1012341,УФ,7,Свечение,Насыщенное
382,14e6867a_64df_4259_9443_455a97d59c8b,1012341,УФ,8,Свечение,Отсутствует
383,15f0a87e_57fe_46e1_97b4_64716195ea02,1001047,УФ,0,Свечение,Отсутствует
384,1ae982c6_c766_4c69_88bf_64e64a3512a3,1009687,УФ,0,Свечение,Отсутствует
385,1ae982c6_c766_4c69_88bf_64e64a3512a3,1009687,УФ,1,Свечение,Насыщенное
386,1ae982c6_c766_4c69_88bf_64e64a3512a3,1009687,УФ,2,Свечение,Отсутствует
387,1bf35f6b_3475_4948_9d84_1d280b68e912,1014743,УФ,0,Свечение,Карбонатное
388,1c71da9e_e622_4113_9924_a54704d6f228,1015565,УФ,0,Свечение,Отсутствует
389,1c71da9e_e622_4113_9924_a54704d6f228,1015565,УФ,1,Свечение,Насыщенное
390,1c71da9e_e622_4113_9924_a54704d6f228,1015565,УФ,2,Свечение,Отсутствует
391,1d7209ab_9d25_4764_bfbb_f11338d83598,1014583,УФ,0,Свечение,Отсутствует
392,1d7209ab_9d25_4764_bfbb_f11338d83598,1014583,УФ,1,Свечение,Карбонатное
393,2076bfc8_8712_4f2e_bff1_9b98c579b28f,1009993,УФ,0,Свечение,Карбонатное
394,2076bfc8_8712_4f2e_bff1_9b98c579b28f,1009993,УФ,1,Свечение,Насыщенное
395,2076bfc8_8712_4f2e_bff1_9b98c579b28f,1009993,УФ,2,Свечение,Карбонатное
396,2076bfc8_8712_4f2e_bff1_9b98c579b28f,1009993,УФ,3,Свечение,Отсутствует
397,2163f067_e022_47df_a4c0_189b7fa9d687,1000283,УФ,0,Свечение,Отсутствует
398,2518c54b_eedc_4298_92cd_109ee66f76da,1011873,УФ,0,Свечение,Отсутствует
399,33335562_57f5_4664_8416_189044169aca,1016395,УФ,0,Свечение,Отсутствует
400,3e4c6688_4c90_44a7_a55b_2d68d1eab020,1016029,УФ,0,Свечение,Насыщенное
401,410f0b4a_5e7c_46a8_8a9e_3a64079cad78,1006099,УФ,0,Свечение,Насыщенное
402,410f0b4a_5e7c_46a8_8a9e_3a64079cad78,1006099,УФ,1,Свечение,Отсутствует
403,49ffc83a_3a96_4617_a2c7_5f9ac2610510,1014629,УФ,0,Свечение,Отсутствует
404,553e6b21_179f_47f7_997e_3ae54e1187ba,1009821,УФ,0,Свечение,Насыщенное
405,598674e1_c511_4eea_8afb_1235dd9467d8,1005753,УФ,0,Свечение,Отсутствует
406,5f915f39_5837_4afd_b60c_4fb7e2603f1e,1010333,УФ,0,Свечение,Отсутствует
407,64a79489_ca87_4942_abc1_91b07aa845fd,1012835,УФ,0,Свечение,Насыщенное
408,64a79489_ca87_4942_abc1_91b07aa845fd,1012835,УФ,1,Свечение,Насыщенное
409,64a79489_ca87_4942_abc1_91b07aa845fd,1012835,УФ,2,Свечение,Насыщенное
410,64a79489_ca87_4942_abc1_91b07aa845fd,1012835,УФ,3,Свечение,Отсутствует
411,64a79489_ca87_4942_abc1_91b07aa845fd,1012835,УФ,4,Свечение,Насыщенное
412,64a79489_ca87_4942_abc1_91b07aa845fd,1012835,УФ,5,Свечение,Отсутствует
413,64a79489_ca87_4942_abc1_91b07aa845fd,1012835,УФ,6,Свечение,Насыщенное
414,64a79489_ca87_4942_abc1_91b07aa845fd,1012835,УФ,7,Свечение,Отсутствует
415,64a79489_ca87_4942_abc1_91b07aa845fd,1012835,УФ,8,Свечение,Насыщенное
416,64a79489_ca87_4942_abc1_91b07aa845fd,1012835,УФ,9,Свечение,Отсутствует
417,64a79489_ca87_4942_abc1_91b07aa845fd,1012835,УФ,10,Свечение,Насыщенное
418,64a79489_ca87_4942_abc1_91b07aa845fd,1012835,УФ,11,Свечение,Отсутствует
419,64a79489_ca87_4942_abc1_91b07aa845fd,1012835,УФ,12,Свечение,Насыщенное
420,69eae80b_e4cf_457d_8687_5d5a268f9dd0,1014989,УФ,0,Свечение,Отсутствует
421,6edab286_102f_47e2_852f_490abb7dc701,1014149,УФ,0,Свечение,Отсутствует
422,6edab286_102f_47e2_852f_490abb7dc701,1014149,УФ,1,Свечение,Карбонатное
423,6edab286_102f_47e2_852f_490abb7dc701,1014149,УФ,2,Свечение,Карбонатное
424,77797f26_c6f1_4b26_b28a_5cef97a79c67,1007113,УФ,0,Свечение,Карбонатное
425,77797f26_c6f1_4b26_b28a_5cef97a79c67,1007113,УФ,1,Свечение,Отсутствует
426,8324148d_17ad_449b_876d_49b0014e4f5e,1015005,УФ,0,Свечение,Отсутствует
427,8324148d_17ad_449b_876d_49b0014e4f5e,1015005,УФ,1,Свечение,Карбонатное
428,8324148d_17ad_449b_876d_49b0014e4f5e,1015005,УФ,2,Свечение,Карбонатное
429,9199b7d7_c7ce_41a0_a27f_0cd041eaf3b6,1005545,УФ,0,Свечение,Насыщенное
430,9199b7d7_c7ce_41a0_a27f_0cd041eaf3b6,1005545,УФ,1,Свечение,Отсутствует
431,9199b7d7_c7ce_41a0_a27f_0cd041eaf3b6,1005545,УФ,2,Свечение,Насыщенное
432,9199b7d7_c7ce_41a0_a27f_0cd041eaf3b6,1005545,УФ,3,Свечение,Насыщенное
433,9199b7d7_c7ce_41a0_a27f_0cd041eaf3b6,1005545,УФ,4,Свечение,Насыщенное
434,92fcb3f2_65ae_41ad_8625_3f2665861a65,1014041,УФ,0,Свечение,Отсутствует
435,949cd86c_823a_4872_b8b1_8626c7ad5417,1013635,УФ,0,Свечение,Отсутствует
436,949cd86c_823a_4872_b8b1_8626c7ad5417,1013635,УФ,1,Свечение,Насыщенное
437,98a9ae37_4eca_4a26_b0a7_6edfed1619e1,1006087,УФ,0,Свечение,Насыщенное
438,98a9ae37_4eca_4a26_b0a7_6edfed1619e1,1006087,УФ,1,Свечение,Отсутствует
439,98a9ae37_4eca_4a26_b0a7_6edfed1619e1,1006087,УФ,2,Свечение,Насыщенное
440,98a9ae37_4eca_4a26_b0a7_6edfed1619e1,1006087,УФ,3,Свечение,Насыщенное
441,98a9ae37_4eca_4a26_b0a7_6edfed1619e1,1006087,УФ,4,Свечение,Насыщенное
442,9f673262_2937_4a05_9315_edf22d11eaeb,1002773,УФ,0,Свечение,Отсутствует
443,a79fc7f3_92b8_42e6_b7c2_6a93fcef02cc,1004793,УФ,0,Свечение,Отсутствует
444,a79fc7f3_92b8_42e6_b7c2_6a93fcef02cc,1004793,УФ,1,Свечение,Насыщенное
445,a79fc7f3_92b8_42e6_b7c2_6a93fcef02cc,1004793,УФ,2,Свечение,Насыщенное
446,a79fc7f3_92b8_42e6_b7c2_6a93fcef02cc,1004793,УФ,3,Свечение,Насыщенное
447,aadd36af_6b2c_47c8_9d4e_8f106be46de4,1008411,УФ,0,Свечение,Насыщенное
448,aadd36af_6b2c_47c8_9d4e_8f106be46de4,1008411,УФ,1,Свечение,Насыщенное
449,aadd36af_6b2c_47c8_9d4e_8f106be46de4,1008411,УФ,2,Свечение,Насыщенное
450,aadd36af_6b2c_47c8_9d4e_8f106be46de4,1008411,УФ,3,Свечение,Насыщенное
451,ac5d26eb_cffd_44dc_b45d_40a2e115d613,1012539,УФ,0,Свечение,Отсутствует
452,ac5d26eb_cffd_44dc_b45d_40a2e115d613,1012539,УФ,1,Свечение,Карбонатное
453,ad8cf42d_608c_4b78_b1af_aedd48f9e55b,1000135,УФ,0,Свечение,Отсутствует
454,c89879a5_049d_4a4a_8c2d_ad100d180618,1008547,УФ,0,Свечение,Насыщенное
455,c9439e9a_761b_41d4_a0bc_539639ae764a,1004357,УФ,0,Свечение,Отсутствует
456,cac1960f_f317_4aee_ac1c_fd515f58688a,1004927,УФ,0,Свечение,Отсутствует
457,f0097890_d8c5_4f41_85e6_c71dafda4caa,1013061,УФ,0,Свечение,Насыщенное
458,f06117fd_73b1_4bbd_89c9_a570c23adf3d,1013221,УФ,0,Свечение,Насыщенное
459,f06117fd_73b1_4bbd_89c9_a570c23adf3d,1013221,УФ,1,Свечение,Насыщенное
460,f085301b_e2e4_407f_88d6_280a6a4e709c,1007775,УФ,0,Свечение,Насыщенное
461,f085301b_e2e4_407f_88d6_280a6a4e709c,1007775,УФ,1,Свечение,Отсутствует
462,f085301b_e2e4_407f_88d6_280a6a4e709c,1007775,УФ,2,Свечение,Насыщенное
463,f085301b_e2e4_407f_88d6_280a6a4e709c,1007775,УФ,3,Свечение,Отсутствует
464,f085301b_e2e4_407f_88d6_280a6a4e709c,1007775,УФ,4,Свечение,Насыщенное
465,f085301b_e2e4_407f_88d6_280a6a4e709c,1007775,УФ,5,Свечение,Отсутствует
466,fa8bc848_c235_4a47_ac26_d4f2d042d0b4,1004887,УФ,0,Свечение,Отсутствует
467,fb86800b_3471_4c67_b32e_a43d507f57c4,1015999,УФ,0,Свечение,Насыщенное
468,fb86800b_3471_4c67_b32e_a43d507f57c4,1015999,УФ,1,Свечение,Насыщенное
469,ff54692b_a3f5_4361_b65a_705bedc98ebf,1013633,УФ,0,Свечение,Насыщенное
470,ff54692b_a3f5_4361_b65a_705bedc98ebf,1013633,УФ,1,Свечение,Отсутствует
471,ff54692b_a3f5_4361_b65a_705bedc98ebf,1013633,УФ,2,Свечение,Насыщенное
472,ff54692b_a3f5_4361_b65a_705bedc98ebf,1013633,УФ,3,Свечение,Отсутствует
473,ffeecda4_e1d4_4e24_95af_98d0081c0ca6,1014061,УФ,0,Свечение,Карбонатное
474,036bb4b2_dccc_4a84_a8fa_a17118ed4045,1013435,УФ,0,Свечение,Отсутствует
475,0443844b_3786_4677_83bb_59f32a569f73,1016025,УФ,0,Свечение,Отсутствует
476,0443844b_3786_4677_83bb_59f32a569f73,1016025,УФ,1,Свечение,Карбонатное
477,0443844b_3786_4677_83bb_59f32a569f73,1016025,УФ,2,Свечение,Отсутствует
478,07a77111_59b0_4453_8848_284805738d18,1000815,УФ,0,Свечение,Насыщенное
479,07a77111_59b0_4453_8848_284805738d18,1000815,УФ,1,Свечение,Отсутствует
480,07a77111_59b0_4453_8848_284805738d18,1000815,УФ,2,Свечение,Насыщенное
481,07a77111_59b0_4453_8848_284805738d18,1000815,УФ,3,Свечение,Насыщенное
482,05d20899_309b_4ec2_992c_c774aecb337a,1015959,УФ,0,Свечение,Отсутствует
483,05d20899_309b_4ec2_992c_c774aecb337a,1015959,УФ,1,Свечение,Карбонатное
484,05d20899_309b_4ec2_992c_c774aecb337a,1015959,УФ,2,Свечение,Отсутствует
485,12cb411c_cc9a_4756_8b0e_002204e6f3bf,1017027,УФ,0,Свечение,Карбонатное
486,1c837007_3b7f_4c3b_941e_8f371d8a24ed,1000827,УФ,0,Свечение,Насыщенное
487,1d3a6fcb_7cb6_4393_b262_a079d41cfaf7,1006177,УФ,0,Свечение,Отсутствует
488,204c3eaf_7ee0_428f_88a9_4f840d2afe50,1003909,УФ,0,Свечение,Отсутствует
489,204c3eaf_7ee0_428f_88a9_4f840d2afe50,1003909,УФ,1,Свечение,Насыщенное
490,204c3eaf_7ee0_428f_88a9_4f840d2afe50,1003909,УФ,2,Свечение,Отсутствует
491,204c3eaf_7ee0_428f_88a9_4f840d2afe50,1003909,УФ,3,Свечение,Насыщенное
492,204c3eaf_7ee0_428f_88a9_4f840d2afe50,1003909,УФ,4,Свечение,Отсутствует
493,2261ef0b_ffb8_442a_8e12_4f6b16dc3db1,1003333,УФ,0,Свечение,Отсутствует
494,2261ef0b_ffb8_442a_8e12_4f6b16dc3db1,1003333,УФ,1,Свечение,Насыщенное
495,2261ef0b_ffb8_442a_8e12_4f6b16dc3db1,1003333,УФ,2,Свечение,Насыщенное
496,2261ef0b_ffb8_442a_8e12_4f6b16dc3db1,1003333,УФ,3,Свечение,Насыщенное
497,2261ef0b_ffb8_442a_8e12_4f6b16dc3db1,1003333,УФ,4,Свечение,Насыщенное
498,2261ef0b_ffb8_442a_8e12_4f6b16dc3db1,1003333,УФ,5,Свечение,Отсутствует
499,22e787f1_8d6c_4101_9f9c_5835bb35da17,1003263,УФ,0,Свечение,Насыщенное
500,22e787f1_8d6c_4101_9f9c_5835bb35da17,1003263,УФ,1,Свечение,Насыщенное
501,2368984c_29c8_4a70_a9c8_54a4287992df,1002477,УФ,0,Свечение,Насыщенное
502,2ac86a76_031b_4260_b553_ce7be8387ba5,1016389,УФ,0,Свечение,Отсутствует
503,2c11239e_90c8_4ee3_a1cc_57961e8ba4b8,1016629,УФ,0,Свечение,Насыщенное
504,2c11239e_90c8_4ee3_a1cc_57961e8ba4b8,1016629,УФ,1,Свечение,Насыщенное
505,2c11239e_90c8_4ee3_a1cc_57961e8ba4b8,1016629,УФ,2,Свечение,Насыщенное
506,2c11239e_90c8_4ee3_a1cc_57961e8ba4b8,1016629,УФ,3,Свечение,Отсутствует
507,36f1fb0a_bc28_4511_af5c_21a9122a37a1,1002407,УФ,0,Свечение,Насыщенное
508,36f1fb0a_bc28_4511_af5c_21a9122a37a1,1002407,УФ,1,Свечение,Насыщенное
509,376fb615_3a8f_4d68_a1df_055a2210ed5a,1003271,УФ,0,Свечение,Отсутствует
510,376fb615_3a8f_4d68_a1df_055a2210ed5a,1003271,УФ,1,Свечение,Насыщенное
511,37c5c853_2f31_476a_bb3f_a594d450c03e,1014999,УФ,0,Свечение,Отсутствует
512,3e22f134_6c3c_46ea_b868_b63cc925bd63,1005699,УФ,0,Свечение,Насыщенное
513,3e22f134_6c3c_46ea_b868_b63cc925bd63,1005699,УФ,1,Свечение,Карбонатное
514,3e7b8ff1_0a48_4744_bf42_a5edd230dcf3,1013519,УФ,0,Свечение,Карбонатное
515,401bb932_046f_460d_993e_c9659522a6ca,1005861,УФ,0,Свечение,Насыщенное
516,425235de_19a3_4f48_a312_ad6a6fc4a4cb,1005515,УФ,0,Свечение,Насыщенное
517,425235de_19a3_4f48_a312_ad6a6fc4a4cb,1005515,УФ,1,Свечение,Насыщенное
518,4871aa64_69f9_4cfb_b0ba_9e9037e69b0e,1005381,УФ,0,Свечение,Отсутствует
519,4fe72823_7aad_4412_ae78_d4b2826ee463,1002549,УФ,0,Свечение,Насыщенное
520,51d3113d_b69d_4a23_8a6c_245a1eef1716,1010369,УФ,0,Свечение,Отсутствует
521,5605260b_c375_4393_9ce1_84429fdeee89,1003311,УФ,0,Свечение,Отсутствует
522,5605260b_c375_4393_9ce1_84429fdeee89,1003311,УФ,1,Свечение,Насыщенное
523,57c178fd_9c61_474a_8b59_5a94f232d884,1003273,УФ,0,Свечение,Насыщенное
524,57f36c8a_4f51_4534_9bb8_5c3a44ed4f5b,1013501,УФ,0,Свечение,Отсутствует
525,5a594b0e_a30b_438d_b949_e9b8195f6ea4,1006183,УФ,0,Свечение,Отсутствует
526,5cf60e86_9f81_43aa_809a_6a61afd98782,1012121,УФ,0,Свечение,Отсутствует
527,5cf60e86_9f81_43aa_809a_6a61afd98782,1012121,УФ,1,Свечение,Насыщенное
528,5d85b090_4014_4d1c_8c24_df56a3959735,1005839,УФ,0,Свечение,Насыщенное
529,5d85b090_4014_4d1c_8c24_df56a3959735,1005839,УФ,1,Свечение,Отсутствует
530,5d85b090_4014_4d1c_8c24_df56a3959735,1005839,УФ,2,Свечение,Насыщенное
531,6b3ff286_562d_4a49_b5fa_35f695ba22b6,1008051,УФ,0,Свечение,Отсутствует
532,6d65b695_a045_43ae_9f77_96685137ccbb,1006255,УФ,0,Свечение,Отсутствует
533,6d65b695_a045_43ae_9f77_96685137ccbb,1006255,УФ,1,Свечение,Карбонатное
534,6eb78bb4_22e5_44ed_bd07_e80d5f57ffa1,1009869,УФ,0,Свечение,Насыщенное
535,6f6afc40_9d9b_4567_ba8b_06421e080cf5,1009607,УФ,0,Свечение,Отсутствует
536,7973329a_3e93_4f21_bc9e_c1fe8fa8e62f,1012565,УФ,0,Свечение,Насыщенное
537,7ade130f_c85c_4c54_b1c3_86716b398623,1008393,УФ,0,Свечение,Насыщенное
538,7ade130f_c85c_4c54_b1c3_86716b398623,1008393,УФ,1,Свечение,Насыщенное
539,7b75aa06_a00a_4f7b_8ba8_9c987ad5256f,1002335,УФ,0,Свечение,Насыщенное
540,7b75aa06_a00a_4f7b_8ba8_9c987ad5256f,1002335,УФ,1,Свечение,Насыщенное
541,7e2c5189_dde6_4495_a006_40657cbbaeca,1003687,УФ,0,Свечение,Отсутствует
542,7fb848d7_371f_4005_9609_e3b13e77e081,1013839,УФ,0,Свечение,Отсутствует
543,80ba092f_3819_4aa8_a137_b25aceb744c9,1003249,УФ,0,Свечение,Насыщенное
544,84076477_fc57_4384_8a83_70eee7385868,1007863,УФ,0,Свечение,Насыщенное
545,84076477_fc57_4384_8a83_70eee7385868,1007863,УФ,1,Свечение,Отсутствует
